Id,Norte,Este,Expediente,Pueblo,Colonia_Ba,Territoria,Alcaldia,Fecha_de_I,Instalado
10063,-99.210412,19.225676,2989-COBERO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,TLALPAN,2022/08/20,Programa SCALL
10064,-98.997752,19.177038,7185-GOFLOF-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/09/01,Programa SCALL
10065,-99.011745,19.202009,7187-OLCAAN-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/05,Programa SCALL
10066,-99.178681,19.236383,2990-SECRMA-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/08/08,Programa SCALL
10067,-99.165316,19.233883,2991-PERAMA-TLN-22,PUEBLO SAN MIGUEL XICALCO,NO APLICA,NO APLICA,TLALPAN,2022/09/02,Programa SCALL
10068,-98.997292,19.177619,7189-RAFLFA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/09/24,Programa SCALL
10069,-99.013456,19.184263,7190-PEJUES-MIA-22,VILLA MILPA ALTA,BO. LA CONCEPCION- ZE,NO APLICA,MILPA ALTA,2022/12/09,Programa SCALL
10070,-98.997483,19.177744,7191-GASUJA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/09/15,Programa SCALL
10071,-98.997358,19.177688,7192-GALOMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/09/07,Programa SCALL
10072,-99.05389,19.208165,7193-MAMAJU-MIA-22,SAN PEDRO ATOCPAN,BO. TULA- ZE,NO APLICA,MILPA ALTA,2022/12/17,Programa SCALL
10073,-99.161977,19.233756,2992-ALVIMI-TLN-22,PUEBLO SAN MIGUEL XICALCO,-,NO APLICA,TLALPAN,2022/08/19,Programa SCALL
10074,-99.020052,19.187455,7195-PESAZE-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/09/14,Programa SCALL
10075,-99.19581,19.219653,2993-HEMEAR-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/13,Programa SCALL
10076,-99.090385,19.194234,7196-GOLAAG-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/30,Programa SCALL
10077,-99.206414,19.21835,2994-GAMAMO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/10/04,Programa SCALL
10078,-99.019854,19.187623,7198-PEARLE-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/09/20,Programa SCALL
10079,-99.015084,19.196236,7199-GOMOLU-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/09/09,Programa SCALL
10080,-99.016677,19.197041,7201-LAALAP-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/05,Programa SCALL
10081,-99.207358,19.226667,2997-PEGONA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/27,Programa SCALL
10082,-99.016677,19.197041,7202-JICUMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/05,Programa SCALL
10083,-99.066684,19.205141,7203-GAOCCO-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/06,Programa SCALL
10084,-99.019156,19.189053,7204-JIGOMA-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/11/07,Programa SCALL
10085,-99.201464,19.267326,2998-SACAEV-TLN-22,NO APLICA,PRIMAVERA,NO APLICA,TLALPAN,2022/09/26,Programa SCALL
10086,-99.016539,19.195085,7205-JINAJA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/08,Programa SCALL
10087,-99.166702,19.233981,2999-LOAVRO-TLN-22,PUEBLO SAN MIGUEL XICALCO,-,NO APLICA,TLALPAN,2022/09/02,Programa SCALL
10088,-99.203913,19.224606,3001-ROVERO-TLN-22,PUEBLO SAN MIGUEL AJUSCO,-,NO APLICA,TLALPAN,2022/08/02,Programa SCALL
10089,-99.205337,19.221332,3002-REBOGU-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/13,Programa SCALL
10090,-99.003682,19.19202,7206-DEGAGU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/22,Programa SCALL
10091,-99.016853,19.194074,7207-MACRGE-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/03,Programa SCALL
10092,-99.013877,19.197355,7208-CAVAMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/15,Programa SCALL
10093,-99.170007,19.254354,3004-MIRAIG-TLN-22,PUEBLO SAN ANDRES TOTOLTEPEC,NO APLICA,NO APLICA,TLALPAN,2022/09/23,Programa SCALL
10094,-99.092334,19.196699,7209-HEGAIT-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,SAN SALVADOR CUAUHTENCO- ZE,NO APLICA,MILPA ALTA,2022/11/25,Programa SCALL
10095,-99.019378,19.192632,7210-BLAVMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/07,Programa SCALL
10096,-99.016846,19.202799,7211-MUROFI-MIA-22,VILLA MILPA ALTA,BO. SANTA CRUZ- ZE,NO APLICA,MILPA ALTA,2022/12/16,Programa SCALL
10097,-99.179785999999993,19.233303,3005-AVGURO-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/07/26,Programa SCALL
10098,-99.090614,19.19416,7212-PAGAJE-MIA-22,PUEBLO SAN SALVADOR CUAUHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/22,Programa SCALL
10099,-99.063286,19.207367,7213-SACRMA-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,SAN BARTOLOME XICOMULCO- ZE,NO APLICA,MILPA ALTA,2022/12/06,Programa SCALL
10100,-99.018638,19.187106,7214-SAROEL-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/08/26,Programa SCALL
10101,-99.210611,19.218133,3006-DEGARO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/22,Programa SCALL
10102,-99.200101,19.227644,3007-CAREIT-TLN-22,PUEBLO SAN MIGUEL AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/07/22,Programa SCALL
10103,-99.028379,19.187787,7215-BAGARO-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/09/10,Programa SCALL
10104,-99.018826,19.186615,7216-BESAYA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/08,Programa SCALL
10105,-98.998483,19.177045,7217-FLROMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/22,Programa SCALL
10106,-99.028643,19.188072,7219-MAHUGU-MIA-22,VILLA MILPA ALTA,BARRIO LA LUZ,NO APLICA,MILPA ALTA,2022/09/07,Programa SCALL
10107,-98.998286,19.176717,7220-CAGULU-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/17,Programa SCALL
10108,-99.028247,19.187543,7221-MAGOLE-MIA-22,VILLA MILPA ALTA,BARRIO SAN MATEO,NO APLICA,MILPA ALTA,2022/09/13,Programa SCALL
10109,-99.209623,19.218631,3009-CHXXSA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,TLALPAN,2022/08/01,Programa SCALL
10110,-99.07532,19.18359,7222-MOGATO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
10111,-99.206428,19.217003,3010-BAALMA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/06,Programa SCALL
10112,-98.999371,19.177317,7223-AVREGR-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/13,Programa SCALL
10113,-99.168156,19.235045,3011-HETOSA-TLN-22,PUEBLO SAN MIGUEL XICALCO,-,NO APLICA,TLALPAN,2022/09/02,Programa SCALL
10114,-99.075116,19.183476,7224-LLMEYA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/10/04,Programa SCALL
10115,-98.995817,19.177951,7225-SAALVI-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,MILPA ALTA,2022/09/13,Programa SCALL
10116,-99.200834,19.220081,3012-CASASA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,TLALPAN,2022/09/22,Programa SCALL
10117,-99.018311,19.196146,7226-CRMAKA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/03,Programa SCALL
10118,-99.019416,19.186698,7227-FLVIAM-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/27,Programa SCALL
10119,-98.998688,19.17722,7228-HEBRMI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/23,Programa SCALL
10120,-99.01939,19.192574,7229-GAFLMA-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/09/08,Programa SCALL
10121,-99.169533,19.254766,3013-MIVEMA-TLN-22,PUEBLO SAN ANDRES TOTOLTEPEC,NO APLICA,NO APLICA,TLALPAN,2022/10/24,Programa SCALL
10122,-99.013904,19.184718,7230-SAROPA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/09,Programa SCALL
10123,-98.996047,19.176917,7233-VEHECE-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,MILPA ALTA,2022/09/10,Programa SCALL
10124,-99.071278,19.187801,7235-VIREDI-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/09/29,Programa SCALL
10125,-99.187395,19.258852,3015-ROHEZI-TLN-22,NO APLICA,TLALMILLE,NO APLICA,TLALPAN,2022/08/27,Programa SCALL
10126,-99.20282,19.228523,3016-RAAGSA-TLN-22,PUEBLO SAN MIGUEL AJUSCO,-,NO APLICA,TLALPAN,2022/09/20,Programa SCALL
10127,-99.197158,19.213249,3017-HEHEYO-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/10/17,Programa SCALL
10128,-99.206188,19.227093,3018-REALSO-TLN-22,PUEBLO SAN MIGUEL AJUSCO,-,NO APLICA,TLALPAN,2022/09/28,Programa SCALL
10129,-99.200952,19.220905,3019-NAALVA-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,TLALPAN,2022/09/22,Programa SCALL
10130,-99.074172,19.184137,7236-VIVIAN-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CHALMITA,NO APLICA,MILPA ALTA,2022/09/03,Programa SCALL
10131,-99.197053,19.214839,3020-HEVAVE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,TLALPAN,2022/09/09,Programa SCALL
10132,-98.996122,19.209961,7237-ALVEAL-MIA-22,SAN ANTONIO TECOMITL,BARRIO XOCHITEPEC,NO APLICA,MILPA ALTA,2022/11/05,Programa SCALL
10133,-98.996775,19.177097,7238-MAMERA-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,MILPA ALTA,2022/09/24,Programa SCALL
10134,-99.163153,19.234846,3021-OLJIVE-TLN-22,PUEBLO SAN MIGUEL XICALCO,-,NO APLICA,TLALPAN,2022/08/19,Programa SCALL
10135,-98.997876,19.179141,7239-CAVAPA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/19,Programa SCALL
10136,-99.137458,19.199385,3022-ALCOAD-TLN-22,PUEBLO SAN MIGUEL TOPILEJO,NO APLICA,NO APLICA,TLALPAN,2022/09/24,Programa SCALL
10137,-99.011299,19.196921,7240-QUJIRE-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/09,Programa SCALL
10138,-99.160877,19.231911,3023-ROORYE-TLN-22,PUEBLO SAN MIGUEL XICALCO,NO APLICA,NO APLICA,TLALPAN,2022/08/12,Programa SCALL
10139,-99.138001,19.203255,3024-OLAYVE-TLN-22,PUEBLO SAN MIGUEL TOPILEJO,-,NO APLICA,TLALPAN,2022/09/24,Programa SCALL
10140,-99.180532,19.236375,3025-AVREYA-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/09/15,Programa SCALL
10141,-99.182133,19.133122,3027-FLESVI-TLN-22,PUEBLO PARRES EL GUARDA,-,NO APLICA,TLALPAN,2022/11/05,Programa SCALL
10142,-99.199136,19.224312,3028-CHGAYE-TLN-22,PUEBLO SAN MIGUEL AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/13,Programa SCALL
10143,-98.99951,19.176964,7242-MEMEFR-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
10144,-99.156235,19.248465,3029-GATOAM-TLN-22,NO APLICA,LA PALMA 1A SECCION,NO APLICA,TLALPAN,2022/08/30,Programa SCALL
10145,-99.210474,19.215568,3031-MOGOAN-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/08/13,Programa SCALL
10146,-99.142788,19.193497,3032-RASAAN-TLN-22,PUEBLO SAN MIGUEL TOPILEJO,NO APLICA,NO APLICA,TLALPAN,2022/09/12,Programa SCALL
10147,-99.0184,19.196017,7243-MABAMI-MIA-22,VILLA MILPA ALTA,BARRIO SANTA CRUZ-MIA,NO APLICA,MILPA ALTA,2022/09/10,Programa SCALL
10148,-98.997833,19.172414,7244-VIMAJU-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/08/27,Programa SCALL
10149,-99.019126,19.188998,7245-MEROMI-MIA-22,VILLA MILPA ALTA,BARRIO LA CONCEPCION,NO APLICA,MILPA ALTA,2022/09/21,Programa SCALL
10150,-99.018718,19.187812,7248-FLMODO-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/03,Programa SCALL
10151,-99.017712,19.184782,7249-VIALHO-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/11/14,Programa SCALL
10152,-99.018696,19.187405,7251-CAGRMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/24,Programa SCALL
10153,-98.992342,19.191074,7253-GASAFR-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/27,Programa SCALL
10154,-99.032066,19.174886,7254-VAROEL-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/27,Programa SCALL
10155,-98.994958,19.186922,7255-MUABAG-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/19,Programa SCALL
10156,-99.232179,19.270285,3033-RECRNA-TLN-22,NO APLICA,LOMAS DE CUILOTEPEC,NO APLICA,TLALPAN,2022/08/22,Programa SCALL
10157,-99.232145,19.270291,3035-ACMOSI-TLN-22,NO APLICA,LOMAS DE CUILOTEPEC,NO APLICA,TLALPAN,2022/08/22,Programa SCALL
10158,-99.198374,19.217643,3037-MOMEYE-TLN-22,PUEBLO SANTO TOMAS AJUSCO,NO APLICA,NO APLICA,TLALPAN,2022/09/27,Programa SCALL
10159,-99.177984,19.230124,3038-AVVAAN-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/10/21,Programa SCALL
10160,-99.006837,19.194011,7256-IZFLES-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/08/17,Programa SCALL
10161,-99.147664,19.236051,3040-RADABA-TLN-22,NO APLICA,TEPETLICA/12 DE DICIEMBRE,NO APLICA,TLALPAN,2022/09/19,Programa SCALL
10162,-99.186127,19.258104,3041-NUALEL-TLN-22,NO APLICA,TLALMILLE,NO APLICA,TLALPAN,2022/09/24,Programa SCALL
10163,-98.994314,19.178097,7259-ALBEED-MIA-22,SANTA ANA TLACOTENCO,BARRIO LA LUPITA TETIPAC,NO APLICA,MILPA ALTA,2022/09/09,Programa SCALL
10164,-99.014778,19.187446,7260-LAJIMA-MIA-22,VILLA MILPA ALTA,BARRIO SAN AGUSTIN,NO APLICA,MILPA ALTA,2022/09/03,Programa SCALL
10165,-99.186476,19.255015,3042-ALOLGU-TLN-22,NO APLICA,ATOCPA,NO APLICA,TLALPAN,2022/09/21,Programa SCALL
10166,-98.992421,19.191012,7261-GASAAN-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/05,Programa SCALL
10167,-99.024226,19.19634,7263-SILAER-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/09/05,Programa SCALL
10168,-98.998969,19.179118,7264-ROBEJA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/26,Programa SCALL
10169,-98.998769,19.179062,7266-BEVEAL-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/23,Programa SCALL
10170,-99.006469,19.194939,7269-CAALCA-MIA-22,PUEBLO SAN FRANCISCO TECOXPA,NO APLICA,NO APLICA,MILPA ALTA,2022/08/11,Programa SCALL
10171,-99.145076,19.242517,3043-MERUGE-TLN-22,NO APLICA,DOLORES TLALLI,NO APLICA,TLALPAN,2022/11/04,Programa SCALL
10172,-99.011935,19.207763,7271-ISTEAR-MIA-22,VILLA MILPA ALTA,BO. SANTA CRUZ- ZE,NO APLICA,MILPA ALTA,2022/12/08,Programa SCALL
10173,-99.024185,19.187566,7272-CHFLAU-MIA-22,VILLA MILPA ALTA,BARRIO LA LUZ,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
10174,-98.999323,19.177319,7273-ARNAMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/13,Programa SCALL
10175,-99.008002,19.192969,7274-JICOCA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/24,Programa SCALL
10176,-99.201591,19.266061,3044-GAGOLA-TLN-22,NO APLICA,PRIMAVERA,NO APLICA,TLALPAN,2022/09/26,Programa SCALL
10177,-98.992285999999993,19.19106,7275-SACRLU-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/08/27,Programa SCALL
10178,-99.069159,19.188416,7276-SACRSA-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/09/23,Programa SCALL
10179,-99.146011,19.24323,3045-BAGALO-TLN-22,NO APLICA,DOLORES TLALLI,NO APLICA,TLALPAN,2022/10/20,Programa SCALL
10180,-99.004981,19.191274,7277-CAJIOS-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/20,Programa SCALL
10181,-99.003059,19.192196,7278-PEVEAN-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/25,Programa SCALL
10182,-99.072108,19.187365,7279-REMASO-MIA-22,SAN PABLO OZTOTEPEC,BARRIO CENTRO,NO APLICA,MILPA ALTA,2022/09/03,Programa SCALL
10183,-99.011231,19.193657,7280-MISUVI-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/17,Programa SCALL
10184,-98.996973,19.176905,7281-GARIES-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/26,Programa SCALL
10185,-98.995254,19.1872,7282-ROMAAM-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/27,Programa SCALL
10186,-99.069271,19.207984,7283-ARBEVI-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
10187,-99.00725,19.191152,7284-GOGARO-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/16,Programa SCALL
10188,-99.005905,19.191905,7285-RIBLGU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/29,Programa SCALL
10189,-99.005905,19.191905,7287-CARIMA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/25,Programa SCALL
10190,-99.031535,19.177239,7288-LEMAEL-MIA-22,PUEBLO SAN LORENZO TLACOYUCAN,NO APLICA,NO APLICA,MILPA ALTA,2022/09/20,Programa SCALL
10191,-99.005037,19.295204,1130-MELOJA-TLC-22,PUEBLO SAN FRANCISCO TLALTENCO,SELENE,NO APLICA,TLAHUAC,2022/07/20,Programa SCALL
10192,-98.99537,19.174168,7289-GUESRA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/08/30,Programa SCALL
10193,-98.996475,19.18622,7290-GUROSA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/08/25,Programa SCALL
10194,-99.004653,19.191949,7291-CESIAZ-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/09/23,Programa SCALL
10195,-99.180111,19.235261,3048-AVGAAD-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/09/28,Programa SCALL
10196,-98.996343,19.186131,7292-JIGOSA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/08/27,Programa SCALL
10197,-99.209596,19.219556999999998,3049-NAPEAL-TLN-22,PUEBLO SANTO TOMAS AJUSCO,-,NO APLICA,TLALPAN,2022/10/06,Programa SCALL
10198,-99.005605,19.193034,7293-GRREVE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/17,Programa SCALL
10199,-99.074529,19.205111,7294-SASOLE-MIA-22,PUEBLO SAN BARTOLOME XICOMULCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/05,Programa SCALL
10200,-98.994649,19.185017,7295-APVAVA-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/23,Programa SCALL
10201,-99.005858,19.192231,7296-SICOLU-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/19,Programa SCALL
10202,-99.20618,19.226661,3051-RIRAAN-TLN-22,PUEBLO SAN MIGUEL AJUSCO,-,NO APLICA,TLALPAN,2022/07/25,Programa SCALL
10203,-99.209422,19.226369,3052-PLLOAN-TLN-22,PUEBLO SAN MIGUEL AJUSCO,-,NO APLICA,TLALPAN,2022/09/23,Programa SCALL
10204,-99.177943,19.23246,3053-BAGOAN-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/10/21,Programa SCALL
10205,-99.182396,19.235221,3054-LOIGBE-TLN-22,NO APLICA,MAGDALENA PETLACALCO,NO APLICA,TLALPAN,2022/08/05,Programa SCALL
10206,-98.994977,19.187311,7303-MEGOCR-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/08,Programa SCALL
10207,-98.995447,19.178718,7305-ARGADI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/22,Programa SCALL
10208,-99.009518,19.192593,7306-URANFE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/17,Programa SCALL
10209,-98.99539,19.174298,7307-ESOLJO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/08/26,Programa SCALL
10210,-98.99503,19.187403,7308-RUGAJU-MIA-22,PUEBLO SAN JUAN TEPENAHUAC,NO APLICA,NO APLICA,MILPA ALTA,2022/09/26,Programa SCALL
10211,-99.009553,19.192375,7309-MILESA-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/09/14,Programa SCALL
10212,-98.995194,19.173922,7310-IGFLRO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/08/25,Programa SCALL
10213,-98.998122,19.177219,7312-SAPAMA-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/15,Programa SCALL
10214,-99.009536,19.192571,7313-VENAJE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/19,Programa SCALL
10215,-99.032356,19.202527,7314-COSIMA-MIA-22,VILLA MILPA ALTA,BARRIO SANTA MARTHA,NO APLICA,MILPA ALTA,2022/09/01,Programa SCALL
10216,-98.998103,19.177302,7315-GUPELO-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN JOSE,NO APLICA,MILPA ALTA,2022/08/16,Programa SCALL
10217,-99.013469,19.193913,7317-SOLURO-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/09/08,Programa SCALL
10218,-99.005853,19.19176,7318-MEROGE-MIA-22,PUEBLO SAN JERONIMO MIACATLAN,NO APLICA,NO APLICA,MILPA ALTA,2022/08/26,Programa SCALL
10219,-99.012118,19.192435,7319-PIMOOM-MIA-22,PUEBLO SAN AGUSTIN OHTENCO,NO APLICA,NO APLICA,MILPA ALTA,2022/08/17,Programa SCALL
10220,-98.995846,19.175125,7320-GAPAVI-MIA-22,SANTA ANA TLACOTENCO,BARRIO SAN MARCOS,NO APLICA,MILPA ALTA,2022/08/22,Programa SCALL
